STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT10,WT10_ATTRIBUTES
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,4/28/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,20,",,W",13.9,",,W",210,",,W",170,",,W",5.8,",,W",9.4,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,4/29/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,21.7,",,W",13.9,",,W",210,",,W",210,",,W",6.3,",,W",8.1,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,4/30/2023,3.1,",,W",,,,,,,0,"T,,W",,,,,,,17.2,",,W",14.4,",,W",180,",,W",180,",,W",6.7,",,W",8.9,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/1/2023,3.6,",,W",,,,,,,0.8,",,W",,,,,,,18.9,",,W",13.9,",,W",210,",,W",210,",,W",7.6,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/2/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,18.3,",,W",13.9,",,W",190,",,W",210,",,W",6.7,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/3/2023,3.4,",,W",,,,,,,0,"T,,W",,,,,,,18.9,",,W",13.3,",,W",200,",,W",200,",,W",7.6,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/4/2023,3.7,",,W",,,,,,,8.1,",,W",,,,,,,18.3,",,W",12.2,",,W",200,",,W",210,",,W",7.2,",,W",9.4,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/5/2023,1.7,",,W",,,,,,,2.8,",,W",,,,,,,19.4,",,W",13.3,",,W",200,",,W",210,",,W",6.3,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/6/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,20,",,W",11.7,",,W",210,",,W",210,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/7/2023,2.1,",,W",,,,,,,0,",,W",,,,,,,20,",,W",12.8,",,W",220,",,W",210,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/8/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",13.9,",,W",190,",,W",200,",,W",6.7,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/9/2023,3,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",14.4,",,W",190,",,W",240,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/10/2023,3.2,",,W",,,,,,,0,"T,,W",,,,,,,19.4,",,W",14.4,",,W",200,",,W",210,",,W",7.2,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/11/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",14.4,",,W",240,",,W",220,",,W",5.4,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/12/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",15.6,",,W",210,",,W",170,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/13/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,20,",,W",15.6,",,W",210,",,W",190,",,W",7.2,",,W",9.4,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/14/2023,2.9,",,W",,,,,,,0,"T,,W",,,,,,,21.7,",,W",15.6,",,W",200,",,W",210,",,W",7.2,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/15/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",15.6,",,W",200,",,W",190,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/16/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",15.6,",,W",230,",,W",220,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/17/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",15,",,W",200,",,W",200,",,W",6.3,",,W",8.1,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/18/2023,3.1,",,W",,,,,,,0,",,W",,,,,,,20,",,W",16.1,",,W",200,",,W",180,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/19/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,18.9,",,W",16.1,",,W",200,",,W",140,",,W",4.5,",,W",7.6,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/20/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,21.7,",,W",16.7,",,W",200,",,W",190,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/21/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",16.1,",,W",210,",,W",190,",,W",6.3,",,W",8.1,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/22/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,20,",,W",16.1,",,W",180,",,W",210,",,W",5.8,",,W",7.2,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/23/2023,2.6,",,W",,,,,,,0,"T,,W",,,,,,,18.3,",,W",16.1,",,W",220,",,W",190,",,W",5.4,",,W",7.2,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/24/2023,2.9,",,W",,,,,,,0.3,",,W",,,,,,,18.9,",,W",14.4,",,W",210,",,W",200,",,W",5.8,",,W",8.1,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/25/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,20,",,W",16.1,",,W",190,",,W",260,",,W",6.3,",,W",10.3,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/26/2023,1.9,",,W",,,,,,,0,"T,,W",,,,,,,20.6,",,W",15.6,",,W",220,",,W",210,",,W",6.3,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/27/2023,1.8,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",16.1,",,W",220,",,W",230,",,W",5.4,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/28/2023,1.8,",,W",,,,,,,0,",,W",,,,,,,19.4,",,W",16.7,",,W",190,",,W",190,",,W",5.8,",,W",6.7,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/29/2023,2.8,",,W",,,,,,,0,"T,,W",,,,,,,20.6,",,W",16.1,",,W",210,",,W",200,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/30/2023,2.3,",,W",,,,,,,0.5,",,W",,,,,,,18.9,",,W",16.1,",,W",210,",,W",220,",,W",4.5,",,W",6.3,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,5/31/2023,1.9,",,W",,,,,,,0,",,W",,,,,,,18.9,",,W",15.6,",,W",200,",,W",210,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/1/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,20,",,W",15,",,W",180,",,W",170,",,W",5.4,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/2/2023,1.9,",,W",,,,,,,0,",,W",,,,,,,21.7,",,W",16.7,",,W",220,",,W",270,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/3/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",15,",,W",200,",,W",210,",,W",6.3,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/4/2023,2.6,",,W",,,,,,,0,"T,,W",,,,,,,21.1,",,W",16.1,",,W",220,",,W",220,",,W",5.4,",,W",6.7,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/5/2023,3.3,",,W",,,,,,,0,"T,,W",,,,,,,18.9,",,W",15,",,W",210,",,W",210,",,W",6.3,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/6/2023,3,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",15.6,",,W",210,",,W",210,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/7/2023,2.6,",,W",,,,,,,0,"T,,W",,,,,,,21.7,",,W",16.1,",,W",210,",,W",220,",,W",7.2,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/8/2023,1.8,",,W",,,,,,,0,",,W",,,,,,,22.2,",,W",16.1,",,W",210,",,W",210,",,W",6.3,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/9/2023,1.8,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",17.2,",,W",230,",,W",230,",,W",4.5,",,W",6.3,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/10/2023,2.1,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",16.7,",,W",210,",,W",210,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/11/2023,3.9,",,W",,,,,,,0,"T,,W",,,,,,,22.2,",,W",16.1,",,W",180,",,W",170,",,W",8.9,",,W",11.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/12/2023,2.1,",,W",,,,,,,0.5,",,W",,,,,,,21.7,",,W",16.7,",,W",210,",,W",210,",,W",5.8,",,W",7.2,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/13/2023,2,",,W",,,,,,,0,",,W",,,,,,,22.2,",,W",17.2,",,W",220,",,W",240,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/14/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,20.6,",,W",17.2,",,W",230,",,W",240,",,W",4,",,W",6.7,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/15/2023,2.4,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",16.1,",,W",200,",,W",200,",,W",5.8,",,W",7.2,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/16/2023,2.1,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",17.8,",,W",220,",,W",210,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/17/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,25,",,W",17.2,",,W",210,",,W",200,",,W",5.4,",,W",7.6,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/18/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,22.2,",,W",17.2,",,W",180,",,W",190,",,W",6.7,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/19/2023,2.9,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",17.2,",,W",190,",,W",180,",,W",6.7,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/20/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",17.2,",,W",190,",,W",210,",,W",6.3,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/21/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",15.6,",,W",190,",,W",210,",,W",6.7,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/22/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,22.2,",,W",16.7,",,W",190,",,W",210,",,W",7.2,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/23/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",16.1,",,W",210,",,W",210,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/24/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",15,",,W",200,",,W",190,",,W",6.7,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/25/2023,2.1,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",16.7,",,W",220,",,W",240,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/26/2023,2.4,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",15.6,",,W",210,",,W",250,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/27/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",16.1,",,W",200,",,W",220,",,W",6.7,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/28/2023,3.1,",,W",,,,,,,0,",,W",,,,,,,21.1,",,W",17.2,",,W",200,",,W",190,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/29/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",17.2,",,W",210,",,W",210,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,6/30/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,25.6,",,W",17.2,",,W",210,",,W",210,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/1/2023,3,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",17.8,",,W",210,",,W",200,",,W",7.6,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/2/2023,2.1,",,W",,,,,,,0,",,W",,,,,,,24.4,",,W",17.8,",,W",210,",,W",220,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/3/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",17.2,",,W",200,",,W",230,",,W",5.8,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/4/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,24.4,",,W",16.7,",,W",210,",,W",200,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/5/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,23.9,",,W",16.7,",,W",220,",,W",190,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/6/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",16.7,",,W",210,",,W",190,",,W",6.3,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/7/2023,3,",,W",,,,,,,0,",,W",,,,,,,22.8,",,W",17.8,",,W",210,",,W",190,",,W",5.8,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/8/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",17.8,",,W",200,",,W",210,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/9/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,23.3,",,W",17.8,",,W",220,",,W",180,",,W",5.4,",,W",8.5,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/10/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,25,",,W",16.7,",,W",200,",,W",230,",,W",6.3,",,W",8.5,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/11/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,27.8,",,W",18.3,",,W",190,",,W",210,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/12/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,30.6,",,W",18.9,",,W",200,",,W",220,",,W",5.8,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/13/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,28.9,",,W",19.4,",,W",190,",,W",180,",,W",7.2,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/14/2023,3,",,W",,,,,,,0,",,W",,,,,,,28.3,",,W",17.8,",,W",200,",,W",190,",,W",6.3,",,W",7.6,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/15/2023,3.2,",,W",,,,,,,0,",,W",,,,,,,25,",,W",18.3,",,W",210,",,W",200,",,W",7.2,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/16/2023,3,",,W",,,,,,,0,",,W",,,,,,,25.6,",,W",18.9,",,W",210,",,W",220,",,W",8.1,",,W",10.3,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/17/2023,3,",,W",,,,,,,0,",,W",,,,,,,28.9,",,W",20,",,W",190,",,W",200,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/18/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,28.9,",,W",20,",,W",200,",,W",220,",,W",6.3,",,W",8.1,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/19/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,30,",,W",20,",,W",210,",,W",210,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/20/2023,2.7,",,W",,,,,,,0,",,W",,,,,,,30,",,W",20,",,W",210,",,W",200,",,W",6.7,",,W",8.9,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/21/2023,3.2,",,W",,,,,,,0,",,W",,,,,,,26.1,",,W",19.4,",,W",190,",,W",180,",,W",8.9,",,W",11.2,",,W",,,,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/22/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,26.1,",,W",18.9,",,W",200,",,W",190,",,W",6.3,",,W",8.1,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/23/2023,2.8,",,W",,,,,,,0,"T,,W",,,,,,,28.3,",,W",20,",,W",190,",,W",190,",,W",8.1,",,W",9.8,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/24/2023,2.3,",,W",,,,,,,0,",,W",,,,,,,27.8,",,W",20,",,W",200,",,W",200,",,W",6.7,",,W",9.8,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/25/2023,2.2,",,W",,,,,,,0,",,W",,,,,,,30.6,",,W",20,",,W",190,",,W",190,",,W",5.8,",,W",7.2,",,W",1,",,W",,,,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/26/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,31.1,",,W",19.4,",,W",200,",,W",200,",,W",6.3,",,W",8.5,",,W",1,",,W",1,",,W",,,,,,,1,",,W",,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/27/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,30.6,",,W",20.6,",,W",210,",,W",200,",,W",7.2,",,W",8.9,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/28/2023,3.3,",,W",,,,,,,0,",,W",,,,,,,26.7,",,W",20,",,W",210,",,W",210,",,W",8.9,",,W",11.6,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/29/2023,2.6,",,W",,,,,,,0,",,W",,,,,,,28.9,",,W",20.6,",,W",200,",,W",210,",,W",6.7,",,W",8.1,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/30/2023,2.8,",,W",,,,,,,0,",,W",,,,,,,30,",,W",21.1,",,W",190,",,W",190,",,W",7.6,",,W",9.8,",,W",1,",,W",,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,7/31/2023,2.6,",,W",,,,,,,0,"T,,W",,,,,,,30,",,W",21.7,",,W",210,",,W",190,",,W",7.6,",,W",9.4,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,8/1/2023,2.6,",,W",,,,,,,0,"T,,W",,,,,,,30,",,W",21.7,",,W",210,",,W",210,",,W",6.3,",,W",7.6,",,W",,,,,,,,,,,,,,
USW00093184,"SANTA ANA JOHN WAYNE AIRPORT, CA US",33.67975,-117.86746,13,8/2/2023,2.5,",,W",,,,,,,0,",,W",,,,,,,28.3,",,W",20.6,",,W",210,",,W",220,",,W",5.8,",,W",7.2,",,W",,,,,,,,,,,,,,
